customer_id,age,state,income,source_system,signup_date
CUS-00553,38,NY ,40148.67,A,2024-05-24
CUS-00554,56,NY,55210.53,B,
CUS-00555,29,FL,20164.32,A,2024-11-01
CUS-00556,55,NY,36090.34,B,2023-12-06
CUS-00557,32,IL,21755.13,B,2025-02-16
CUS-00558,55,FL,49690.86,B,2023-04-19
CUS-00559,47,ny,80472.24,A,2023-07-12
CUS-00560,48,WA,27282.66,A,2024-02-29
CUS-00561,30,CA,15295.01,A,2024-11-05
CUS-00562,18,NY,45644.87,B,2025-08-15
CUS-00563,18,TX,14528.34,A,2025-04-14
CUS-00564,30,IL,123557.84,A,2024-09-15
CUS-00565,44,IL,21226.33,C,2023-05-17
CUS-00566,21,FL,13157.16,A,2023-11-18
CUS-00567,60,WA,,B,2024-12-04
CUS-00568,36,TX,10355.0,A,2024-12-11
CUS-00569,18,CA,13582.86,B,2024-12-28
CUS-00570,36,FL,42246.55,A,2024-01-26
CUS-00571,44,NY,49056.26,A,2023-09-14
CUS-00572,35,NY,29977.15,A,
CUS-00573,64,CA,26676.94,C,2024-10-24
CUS-00574,28,WA,78436.54,B,2023-02-18
CUS-00575,24,ny,71583.05,C,2023-02-25
CUS-00576,24,FL,201885.82,A,2023-08-19
CUS-00577,24,IL,12491.68,C,2025-09-14
CUS-00578,38,NY ,37145.53,A,2024-06-10
CUS-00579,35,NY,29155.18,A,2023-09-19
CUS-00580,41,NY ,68980.61,A,2023-02-22
CUS-00581,49,FL,20183.63,B,2023-11-22
CUS-00582,38,TX,56372.45,B,2024-02-18
CUS-00583,36,WA,30098.9,A,2025-08-31
CUS-00584,33,NY ,183781.98,B,
CUS-00585,18,NY ,,B,2025-07-29
CUS-00586,62,IL,32655.12,B,2023-04-27
CUS-00587,33,IL,39570.62,A,2024-05-13
CUS-00588,50,CA,32546.41,A,2025-09-06
CUS-00589,25,WA,36119.63,B,2025-06-04
CUS-00590,48,ny,26591.8,B,2025-02-03
CUS-00591,63,NY,,B,2025-03-24
CUS-00592,46,CA,54925.06,A,2024-10-07
CUS-00593,53,IL,,A,2024-07-01
CUS-00594,42,NY,33761.14,A,2025-08-08
CUS-00595,38,CA,,B,2024-01-26
CUS-00596,62,NY,28111.25,A,2025-03-27
CUS-00597,42,FL,129979.27,C,2025-03-25
CUS-00598,58,IL,414608.85,C,2023-02-12
CUS-00599,45,ny,114226.22,A,2025-07-14
CUS-00600,39,WA,22795.93,B,2023-08-15
CUS-00601,31,FL,,B,2025-03-29
CUS-00602,63,NY ,88149.76,B,2024-11-18
CUS-00603,60,NY ,130227.49,A,2024-11-18
CUS-00604,58,WA,,B,2024-09-23
CUS-00605,54,TX,26812.37,B,2023-01-05
CUS-00606,52,WA,28702.7,A,2024-11-26
CUS-00607,35,NY ,27833.84,B,2023-06-29
CUS-00608,52,CA,70543.96,B,2023-09-27
CUS-00609,37,CA,240834.07,B,2025-04-12
CUS-00610,27,ny,52393.21,B,2025-07-04
CUS-00611,46,NY ,91440.91,C,2024-08-26
CUS-00612,53,FL,,B,2023-04-03
CUS-00613,24,TX,47998.32,A,2023-06-13
CUS-00614,61,TX,30089.4,A,2024-01-03
CUS-00615,44,FL,22914.67,A,
CUS-00616,53,NY ,28434.48,A,2023-02-10
CUS-00617,34,FL,211844.25,C,2024-07-11
CUS-00618,34,CA,100364.78,B,2025-07-18
CUS-00619,23,IL,144296.37,A,2024-09-10
CUS-00620,53,WA,22849.73,A,2023-08-05
CUS-00621,53,CA,161232.94,A,2023-12-05
CUS-00622,28,WA,56325.22,B,2024-02-25
CUS-00623,59,TX,70759.98,A,2025-07-01
CUS-00624,52,TX,64815.77,B,2025-09-19
CUS-00625,64,FL,59601.54,B,2024-09-13
CUS-00626,48,ny,30470.25,C,2025-04-20
CUS-00627,32,TX,20377.36,B,2024-04-09
CUS-00628,55,TX,,B,2025-05-30
CUS-00629,48,ny,29224.28,C,2024-09-06
CUS-00630,38,CA,14474.05,A,2023-01-02
CUS-00631,19,ny,39547.02,C,2023-08-23
CUS-00632,46,NY ,17532.36,C,2025-02-18
CUS-00633,55,CA,46593.45,C,2023-03-27
CUS-00634,65,ny,276908.36,A,
CUS-00635,44,NY,82810.06,B,2023-04-20
CUS-00636,66,FL,13102.0,A,2024-11-27
CUS-00637,39,WA,63192.15,A,2024-07-22
CUS-00638,28,FL,57539.51,B,2025-06-03
CUS-00639,30,WA,40322.31,B,2024-02-15
CUS-00640,36,NY,,B,2023-01-06
CUS-00641,50,ny,16938.23,C,2024-01-15
CUS-00642,55,ny,62507.09,A,2024-12-29
CUS-00643,64,TX,92905.49,C,2023-07-26
CUS-00644,57,WA,,C,2024-06-12
CUS-00645,36,TX,18498.81,B,2023-03-30
CUS-00646,58,ny,16272.92,C,2025-01-24
CUS-00647,54,CA,40106.08,B,2023-12-22
CUS-00648,27,FL,151061.48,C,2023-01-05
CUS-00649,40,ny,15388.64,A,2023-04-30
CUS-00650,37,FL,83343.78,C,2025-09-16
CUS-00651,27,NY ,55584.57,A,2024-04-16
CUS-00652,18,NY,46599.69,C,2023-08-14
CUS-00653,56,WA,21261.41,B,2024-12-18
CUS-00654,49,WA,12027.33,C,2024-07-21
CUS-00655,56,NY ,64154.73,C,2025-02-03
CUS-00656,60,WA,83494.11,B,2023-07-31
CUS-00657,63,WA,15876.54,A,2023-03-22
CUS-00658,61,NY ,55116.1,B,
CUS-00659,27,IL,455563.6,B,2024-05-17
CUS-00660,40,FL,49049.51,A,2024-03-09
CUS-00661,36,NY,13968.24,B,2025-09-26
CUS-00662,55,NY ,235654.13,A,2023-04-14
CUS-00663,44,FL,45839.74,A,2023-12-18
CUS-00664,53,NY ,10592.16,A,2024-02-15
CUS-00665,54,TX,239108.94,A,2025-01-08
CUS-00666,40,WA,75332.05,A,2025-01-26
CUS-00667,36,NY,1546.53,A,2024-06-13
CUS-00668,43,IL,32296.77,B,2024-02-12
CUS-00669,59,TX,78144.34,A,2024-04-05
CUS-00670,29,FL,5111.48,B,2023-01-21
CUS-00671,32,IL,96829.2,A,2024-10-26
CUS-00672,41,FL,27905.7,B,2025-06-29
CUS-00673,30,FL,375473.65,A,2025-08-08
CUS-00674,36,ny,86041.51,A,2023-11-21
CUS-00675,46,FL,8614.36,B,2025-08-19
CUS-00676,60,NY ,53723.94,A,2024-11-08
CUS-00677,46,CA,33674.16,A,2024-04-29
CUS-00678,47,NY,1554.99,B,2024-09-24
CUS-00679,37,ny,49714.12,A,2023-05-15
CUS-00680,54,TX,,B,2025-05-31
CUS-00681,53,FL,20180.67,C,2025-08-29
CUS-00682,51,ny,174634.24,B,2023-11-14
CUS-00683,34,CA,53460.67,C,2023-09-24
CUS-00684,59,TX,53354.34,A,2023-01-09
CUS-00685,21,FL,,B,2023-10-27
CUS-00686,44,NY,111020.05,B,2023-09-13
CUS-00687,68,ny,53017.18,A,2024-06-13
CUS-00688,48,FL,,B,2025-04-08
CUS-00689,45,TX,70673.14,A,2024-09-24
CUS-00690,38,IL,,B,2024-07-01
CUS-00691,29,CA,108812.94,A,
CUS-00692,53,NY,29871.45,A,2024-01-16
CUS-00693,52,NY,205475.96,B,2025-03-05
CUS-00694,18,NY ,92187.17,A,2023-01-13
CUS-00695,37,WA,107092.28,A,2023-07-23
CUS-00696,41,CA,159636.34,B,2023-11-16
CUS-00697,41,TX,532674.51,C,2023-09-17
CUS-00698,51,FL,,B,2025-06-03
CUS-00699,52,ny,43098.55,B,2023-10-10
CUS-00700,35,NY,78996.32,B,2024-12-05
CUS-00701,39,TX,68095.65,B,2023-12-13
CUS-00702,61,NY,47668.57,C,2024-07-03
CUS-00703,50,IL,84386.6,B,2023-07-17
CUS-00704,28,FL,158118.33,A,2024-03-24
CUS-00705,28,TX,35479.17,B,2024-04-24
CUS-00706,57,TX,6432.37,A,2023-10-30
CUS-00707,29,ny,36367.12,C,2024-09-26
CUS-00708,45,CA,22804.23,C,2024-02-01
CUS-00709,34,TX,9568.87,A,2024-10-18
CUS-00710,59,NY,117669.42,A,2025-06-13
CUS-00711,50,NY,75110.34,A,2024-11-04
CUS-00712,31,NY,18298.45,B,2023-03-14
CUS-00713,60,CA,23624.15,A,2024-01-05
CUS-00714,55,IL,32467.24,B,2024-09-23
CUS-00715,48,FL,54250.16,A,2024-06-15
CUS-00716,41,WA,13662.39,A,2024-08-06
CUS-00717,52,ny,236793.58,B,2024-08-13
CUS-00718,24,CA,73013.25,A,2024-02-16
CUS-00719,34,NY ,16572.43,B,2024-07-17
CUS-00720,37,ny,120932.83,C,2023-09-04
CUS-00721,48,FL,280147.02,B,2025-09-09
CUS-00722,37,NY,2531.76,A,2023-11-06
CUS-00723,52,IL,,A,2024-12-07
CUS-00724,42,TX,27095.01,C,2025-06-29
CUS-00725,45,WA,,B,2024-08-07
CUS-00726,61,IL,21091.09,A,2025-04-25
CUS-00727,36,CA,7643.89,C,2025-01-18
CUS-00728,26,IL,169063.77,C,2024-03-02
CUS-00729,59,NY,168968.78,C,2023-02-25
CUS-00730,59,TX,68513.8,A,2023-06-06
CUS-00731,42,NY ,17292.61,A,2023-04-03
CUS-00732,40,TX,135780.96,A,2025-02-02
CUS-00733,39,ny,63709.08,A,2023-05-19
CUS-00734,47,WA,132948.33,B,2024-06-20
CUS-00735,63,IL,108140.36,A,2023-04-26
CUS-00736,32,IL,76806.86,B,2025-02-27
CUS-00737,61,NY ,43799.1,A,2025-08-04
CUS-00738,47,CA,128749.66,C,2025-08-29
CUS-00739,58,FL,,B,2023-04-24
CUS-00740,63,NY ,,A,2024-07-04
CUS-00741,22,NY ,29642.36,A,2024-12-12
CUS-00742,60,NY,,B,2023-07-25
CUS-00743,45,FL,,B,2023-01-09
CUS-00744,33,IL,13233.73,A,
CUS-00745,37,ny,26521.54,C,2025-07-14
CUS-00746,54,TX,18762.24,A,2024-07-28
CUS-00747,53,FL,54532.87,C,2023-06-10
CUS-00748,38,FL,19903.61,A,2024-05-28
CUS-00749,52,ny,66695.0,A,2023-01-31
CUS-00750,52,IL,38716.86,C,2023-03-31
CUS-00751,24,WA,39927.15,B,2024-03-12
CUS-00752,53,TX,29608.99,C,2024-07-08
CUS-00753,45,TX,84707.77,B,2025-02-27
CUS-00754,69,IL,18822.66,A,2025-01-06
CUS-00755,32,NY,351057.74,A,2024-02-28
CUS-00756,36,FL,252877.74,C,2023-05-15
CUS-00757,44,FL,11609.81,A,2024-09-02
CUS-00758,38,NY ,19633.42,A,2024-04-25
CUS-00759,25,NY ,211319.76,B,2023-08-20
CUS-00760,43,FL,40868.76,A,2024-11-18
CUS-00761,43,NY ,33257.48,C,2023-11-29
CUS-00762,53,NY,23865.21,C,2025-01-07
CUS-00763,27,NY,16074.59,A,2025-04-26
CUS-00764,50,ny,28346.0,C,
CUS-00765,46,WA,3362.64,A,2023-11-08
CUS-00766,41,FL,90908.47,B,2024-06-13
CUS-00767,25,CA,69100.41,C,2025-03-08
CUS-00768,56,ny,21728.62,B,2023-07-03
CUS-00769,65,NY ,,B,2024-10-26
CUS-00770,26,TX,70891.82,C,2024-01-07
CUS-00771,47,ny,204325.69,A,2024-07-17
CUS-00772,40,TX,11936.12,A,2025-06-08
CUS-00773,35,NY,25430.62,A,2024-10-03
CUS-00774,64,TX,292891.04,A,
CUS-00775,43,NY ,430362.52,B,2024-08-25
CUS-00776,44,NY ,170812.39,B,2024-07-14
CUS-00777,51,WA,,A,2024-10-30
CUS-00778,45,FL,60683.94,A,2023-04-22
CUS-00779,51,TX,201054.74,A,2024-01-04
CUS-00780,52,IL,79946.34,C,2025-02-15
CUS-00781,33,TX,37325.68,A,2023-12-04
CUS-00782,23,NY,,B,2024-10-06
CUS-00783,40,CA,19532.63,B,2023-10-22
CUS-00784,18,IL,13271.69,A,2024-09-21
CUS-00785,35,NY ,90560.77,B,2023-07-18
CUS-00786,59,NY,80581.07,A,2024-09-22
CUS-00787,23,ny,,C,2025-04-05
CUS-00788,52,FL,,B,2023-11-04
CUS-00789,44,IL,100082.14,B,2024-08-05
CUS-00790,51,NY,97286.77,B,2024-05-05
CUS-00791,66,NY,11326.85,C,2024-07-03
CUS-00792,45,NY ,11124.26,C,2023-11-03
CUS-00793,54,IL,192644.34,B,2025-07-27
CUS-00794,45,IL,161159.35,C,2024-01-20
CUS-00795,63,TX,16554.32,B,2025-02-08
CUS-00796,54,IL,46154.32,A,2024-01-16
CUS-00797,48,FL,,B,2023-04-25
CUS-00798,51,CA,57771.94,A,
CUS-00799,35,NY ,49009.39,B,2025-03-05
CUS-00800,44,TX,30516.94,A,
CUS-00801,47,FL,33148.92,A,2024-08-31
CUS-00802,29,CA,330274.13,C,2023-11-16
CUS-00803,44,WA,10977.06,A,2023-10-11
CUS-00804,46,FL,,B,2023-01-16
CUS-00805,24,CA,28511.03,C,2024-12-22
CUS-00806,52,WA,21296.1,C,2023-02-21
CUS-00807,68,NY ,130801.94,A,2024-02-06
CUS-00808,47,NY ,23379.21,A,2024-11-17
CUS-00809,65,CA,51144.57,C,2025-04-12
CUS-00810,28,NY ,28020.57,C,2024-04-26
CUS-00811,60,WA,93265.38,A,2023-07-07
CUS-00812,37,IL,115032.99,B,
CUS-00813,33,IL,79543.81,B,2024-08-11
CUS-00814,34,CA,43862.47,A,2023-03-14
CUS-00815,37,NY ,14025.07,B,2025-09-24
CUS-00816,52,CA,84863.7,B,2024-03-21
CUS-00817,27,IL,56077.15,B,2025-08-11
CUS-00818,62,NY ,,B,2023-11-30
CUS-00819,47,ny,,B,2025-04-13
CUS-00820,36,ny,38976.75,B,2023-05-23
CUS-00821,39,NY,26566.68,C,2024-09-22
CUS-00822,31,WA,,B,2023-11-03
CUS-00823,52,ny,30816.22,B,2023-04-02
CUS-00824,31,TX,21830.36,B,2025-07-11
CUS-00825,62,IL,,B,2023-02-01
CUS-00826,50,ny,37988.96,A,2023-08-05
CUS-00827,30,NY ,,B,2025-05-13
CUS-00828,47,TX,29340.37,C,2023-01-17
CUS-00829,57,TX,17714.02,A,2024-03-01
CUS-00830,59,ny,17968.1,C,2024-03-10
CUS-00831,31,TX,66420.18,B,
CUS-00832,41,FL,9460.36,B,2024-01-11
CUS-00833,58,IL,65144.18,A,2024-12-08
CUS-00834,41,FL,13714.06,A,2025-06-30
CUS-00835,44,CA,215630.16,B,2024-08-16
CUS-00836,54,NY,67078.85,A,2024-04-25
CUS-00837,37,FL,,B,
CUS-00838,54,FL,34741.92,C,2023-06-23
CUS-00839,41,FL,26553.73,B,2024-06-01
CUS-00840,35,FL,26130.43,A,2025-01-29
CUS-00841,36,TX,44059.35,A,2023-06-29
CUS-00842,24,WA,92775.17,A,2023-03-28
CUS-00843,18,TX,49951.19,C,2024-11-07
CUS-00844,30,TX,44588.33,A,2025-02-12
CUS-00845,31,NY,23973.88,C,2025-02-09
CUS-00846,50,WA,35313.55,C,2025-06-10
CUS-00847,29,FL,10930.16,A,2024-11-30
CUS-00848,49,CA,8897.25,C,2025-07-29
CUS-00849,18,FL,46575.06,B,2024-02-05
CUS-00850,49,WA,27261.94,B,2024-12-07
CUS-00851,38,IL,19453.56,C,
CUS-00852,21,CA,17943.41,A,2023-02-04
CUS-00853,60,CA,7734.82,A,2024-09-05
CUS-00854,28,CA,,B,2024-01-20
CUS-00855,57,TX,22065.89,B,2023-09-17
CUS-00856,40,NY ,34459.18,A,2024-03-13
CUS-00857,32,FL,,B,2025-03-06
CUS-00858,24,ny,560318.27,A,2024-03-27
CUS-00859,55,WA,83379.92,A,2025-02-26
CUS-00860,57,CA,44101.52,A,2024-08-08
CUS-00861,37,NY ,,B,2024-10-30
CUS-00862,61,FL,,B,2024-02-05
CUS-00863,35,NY ,12156.71,B,2023-03-13
CUS-00864,55,NY,24826.32,B,2024-07-02
CUS-00865,22,IL,43682.39,C,2024-10-24
CUS-00866,47,IL,8659.0,A,2023-06-30
CUS-00867,49,ny,35752.98,B,2024-12-06
CUS-00868,55,CA,26119.61,A,
CUS-00869,46,WA,164111.25,A,2024-06-30
CUS-00870,49,NY ,126862.57,C,2025-01-08
CUS-00871,44,CA,23721.81,A,2025-06-10
CUS-00872,30,TX,51191.14,C,2024-05-15
CUS-00873,48,NY ,27552.26,B,2023-01-15
CUS-00874,36,NY,60130.43,A,2025-05-05
CUS-00875,38,CA,,B,2024-09-22
CUS-00876,48,ny,17281.85,A,2024-08-12
CUS-00877,28,WA,565344.36,B,2023-12-10
CUS-00878,40,TX,281451.33,A,2024-03-25
CUS-00879,37,ny,37168.74,A,
CUS-00880,51,CA,50328.98,B,2023-10-18
CUS-00881,51,TX,9038.74,A,2024-06-19
CUS-00882,44,NY,93796.53,B,2024-09-18
CUS-00883,27,IL,13163.58,C,2023-07-16
CUS-00884,37,IL,44854.49,A,2024-06-03
CUS-00885,45,FL,10632.19,A,2023-06-02
CUS-00886,57,TX,,B,2023-02-25
CUS-00887,40,FL,,B,2024-09-23
CUS-00888,43,NY,35880.64,C,2025-03-15
CUS-00889,38,WA,47209.85,A,2023-11-30
CUS-00890,42,WA,5192.78,A,2023-04-11
CUS-00891,36,WA,70693.03,A,2023-02-25
CUS-00892,61,NY ,328433.08,C,2024-04-13
CUS-00893,19,WA,5942.86,B,
CUS-00894,42,NY ,80839.57,B,2023-12-18
CUS-00895,41,TX,88317.52,A,2023-08-24
CUS-00896,52,WA,18913.46,A,2023-10-13
CUS-00897,19,WA,124290.14,A,2025-07-02
CUS-00898,70,NY,22693.29,C,
CUS-00899,41,ny,14226.87,C,2025-03-28
CUS-00900,55,CA,99626.76,B,
CUS-00901,50,FL,,B,2023-01-17
CUS-00902,41,FL,,B,2024-08-07
CUS-00903,57,TX,58496.43,B,2025-03-19
CUS-00904,29,NY,15192.05,C,2025-07-03
CUS-00905,32,FL,41355.49,B,2024-08-12
CUS-00906,44,IL,32227.8,B,2025-08-26
CUS-00907,40,ny,63431.18,C,2024-01-10
CUS-00908,31,WA,13148.4,A,2024-07-06
CUS-00909,18,WA,68507.7,A,2023-11-25
CUS-00910,41,FL,237077.94,A,2024-04-08
CUS-00911,36,FL,44817.1,B,2024-11-20
CUS-00912,54,CA,4775.6,C,2023-03-31
CUS-00913,52,CA,29199.7,A,2024-12-14
CUS-00914,48,NY,87162.58,A,2024-07-08
CUS-00915,30,NY,58625.57,C,2025-06-11
CUS-00916,51,IL,16405.49,C,2024-10-23
CUS-00917,24,NY ,56113.85,B,2025-07-08
CUS-00918,48,NY ,100537.78,B,2025-05-15
CUS-00919,34,TX,123465.01,A,2024-07-02
CUS-00920,68,TX,35016.08,A,2023-11-21
CUS-00921,31,WA,70693.91,B,
CUS-00922,36,TX,113902.93,A,2023-01-26
CUS-00923,36,NY ,49126.62,A,2025-09-20
CUS-00924,55,FL,42453.34,B,2025-08-24
CUS-00925,62,NY ,46256.77,B,2024-05-05
CUS-00926,54,FL,,C,2023-08-14
CUS-00927,56,CA,28618.46,A,2025-03-11
CUS-00928,38,FL,287192.49,C,2025-09-07
CUS-00929,56,ny,27143.45,A,2025-07-19
CUS-00930,59,ny,,B,2024-01-14
CUS-00931,55,FL,52780.8,A,2023-03-31
CUS-00932,59,ny,16006.94,A,2025-04-05
CUS-00933,60,ny,,B,2023-03-30
CUS-00934,30,FL,390980.43,A,2025-09-10
CUS-00935,18,ny,,B,2025-07-25
CUS-00936,50,TX,138903.61,A,2023-10-24
CUS-00937,66,FL,82058.1,B,2023-08-18
CUS-00938,53,NY ,49642.41,A,2023-10-22
CUS-00939,23,WA,,A,2024-05-19
CUS-00940,44,CA,22558.08,C,2023-09-22
CUS-00941,54,NY ,74770.54,B,2023-01-18
CUS-00942,32,TX,99601.65,C,2024-01-01
CUS-00943,54,FL,8823.47,A,2023-10-26
CUS-00944,19,CA,52517.28,B,2025-02-09
CUS-00945,35,IL,102822.71,A,2024-12-02
CUS-00946,25,IL,,B,2025-04-23
CUS-00947,50,NY ,93637.82,A,2023-06-16
CUS-00948,48,WA,90469.82,A,2024-12-07
CUS-00949,27,CA,39827.71,C,2023-04-30
CUS-00950,56,FL,28129.7,C,2024-03-28
CUS-00951,25,IL,17557.8,C,2025-02-01
CUS-00952,47,TX,376639.31,C,2023-08-03
CUS-00953,61,CA,105099.78,A,2025-02-14
CUS-00954,44,NY,63315.56,A,2023-02-14
CUS-00955,32,CA,10623.39,A,2025-07-11
CUS-00956,41,TX,39155.63,A,2025-08-29
CUS-00957,28,WA,255975.95,B,2025-04-19
CUS-00958,52,WA,52284.14,B,2025-02-11
CUS-00959,49,WA,45293.01,B,2024-05-01
CUS-00960,31,CA,26853.91,A,2024-01-24
CUS-00961,30,IL,44530.18,A,2023-05-20
CUS-00962,36,NY,,B,2024-01-30
CUS-00963,51,FL,73638.87,A,2025-05-25
CUS-00964,35,CA,109497.92,A,2023-01-14
CUS-00965,18,NY ,17752.7,C,2023-05-03
CUS-00966,53,ny,270997.28,A,2023-06-22
CUS-00967,40,WA,3444.3,A,2025-05-08
CUS-00968,21,NY ,35764.37,A,2025-03-19
CUS-00969,26,ny,13554.6,C,2024-06-07
CUS-00970,18,NY ,48759.84,A,2023-05-18
CUS-00971,58,NY,38388.3,A,2024-09-11
CUS-00972,43,TX,,B,2025-02-17
CUS-00973,43,NY ,8154.77,A,2024-05-17
CUS-00974,20,NY,29619.28,B,
CUS-00975,54,IL,28964.85,A,2023-02-06
CUS-00976,19,FL,23712.37,A,2024-03-17
CUS-00977,40,CA,14973.92,A,2024-07-21
CUS-00978,30,TX,29052.19,B,2024-05-21
CUS-00979,29,FL,146628.05,B,
CUS-00980,49,NY,21351.31,A,2024-01-25
CUS-00981,36,IL,110877.41,A,2023-08-29
CUS-00982,19,CA,13813.46,B,2023-06-23
CUS-00983,36,ny,138172.5,A,2023-10-01
CUS-00984,40,IL,51130.57,A,2024-08-09
CUS-00985,23,WA,55137.16,A,2025-02-22
CUS-00986,48,ny,,B,2025-09-24
CUS-00987,52,WA,,B,2024-08-10
CUS-00988,46,CA,271240.17,A,2024-08-29
CUS-00989,64,NY ,106315.28,A,2023-03-20
CUS-00990,35,ny,295455.75,B,2024-02-29
CUS-00991,33,TX,21684.18,A,2024-06-12
CUS-00992,35,NY ,34983.44,C,2025-04-08
CUS-00993,45,NY,16127.5,B,2023-06-01
CUS-00994,43,ny,8201.72,A,2025-07-22
CUS-00995,47,FL,138285.18,A,2024-09-07
CUS-00996,44,NY,89052.27,A,2024-04-20
CUS-00997,57,NY,,B,2023-01-30
CUS-00998,42,FL,123170.53,A,2024-05-12
CUS-00999,66,NY,167878.15,B,2025-07-11
CUS-01000,52,IL,108576.82,C,2025-05-12
CUS-01001,34,CA,28783.83,A,2024-08-17
CUS-01002,43,FL,162536.24,C,2023-11-17
CUS-01003,52,ny,44654.32,A,2023-04-20
CUS-01004,18,FL,47197.54,A,2024-01-19
CUS-01005,60,CA,,B,2024-11-30
CUS-01006,39,TX,299882.14,A,2025-04-21
CUS-01007,26,NY,8066.23,A,2025-08-21
CUS-01008,60,FL,22545.25,A,2025-09-08
CUS-01009,59,WA,19680.55,B,2025-07-20
CUS-01010,69,FL,17450.93,C,2023-08-30
CUS-01011,48,NY ,30346.44,A,2025-02-24
CUS-01012,46,CA,21702.36,B,2024-04-27
CUS-01013,53,ny,32181.71,B,2025-04-24
CUS-01014,43,ny,72272.99,A,2025-01-25
CUS-01015,36,TX,9185.05,A,2023-05-20
CUS-01016,46,CA,115025.89,A,2024-12-31
CUS-01017,54,ny,10318.13,C,2024-05-04
CUS-01018,48,IL,79392.68,C,2024-02-29
CUS-01019,33,WA,,A,
CUS-01020,51,WA,97619.81,B,2023-06-22
CUS-01021,42,ny,234278.52,A,2024-08-03
CUS-01022,69,ny,288169.45,A,2023-08-18
CUS-01023,32,WA,67542.9,B,2024-01-27
CUS-01024,34,WA,115385.39,A,2024-03-04
CUS-01025,43,TX,,A,2023-08-30
CUS-01026,53,NY ,,B,2025-06-11
CUS-01027,36,ny,33643.46,A,2023-09-20
CUS-01028,23,NY,143688.66,A,2024-09-12
CUS-01029,37,NY,,C,2024-01-26
CUS-01030,33,NY,91227.91,A,2024-05-30
CUS-01031,35,CA,,B,2023-05-26
CUS-01032,55,IL,,A,2025-06-11
CUS-01033,41,ny,129864.83,C,2024-09-19
CUS-01034,57,ny,27921.07,C,2024-05-18
CUS-01035,58,NY ,,B,2023-08-24
CUS-01036,64,NY ,36055.5,A,2025-08-07
CUS-01037,30,NY ,36024.16,B,2025-05-16
CUS-01038,29,TX,,B,2025-06-08
CUS-01039,54,FL,10883.33,A,2023-08-06
CUS-01040,59,TX,39045.39,B,2025-02-25
CUS-01041,53,FL,82742.12,B,2024-02-08
CUS-01042,49,IL,39572.27,A,2025-04-30
CUS-01043,25,FL,59070.98,B,
CUS-01044,25,IL,5751.8,C,2025-07-17
CUS-01045,35,NY,36147.95,C,2025-03-28
CUS-01046,72,ny,149044.57,A,2023-09-03
CUS-01047,47,WA,34909.99,C,2023-10-19
CUS-01048,50,FL,41291.92,B,2025-04-05
CUS-01049,58,IL,21760.24,C,2024-06-08
CUS-01050,31,FL,69549.69,A,2025-02-13
CUS-01051,37,ny,80552.36,A,2025-09-23
CUS-01052,46,TX,237468.91,B,2024-10-24
CUS-01053,39,NY ,,B,2024-12-01
CUS-01054,56,WA,44686.66,C,2023-02-16
CUS-01055,47,ny,9557.23,B,2023-12-30
CUS-01056,48,CA,272589.71,A,2025-03-16
CUS-01057,45,ny,,A,2024-12-22
CUS-01058,31,NY ,26831.79,A,2025-09-16
CUS-01059,46,CA,25028.41,C,2025-06-11
CUS-01060,41,ny,,B,2024-05-03
CUS-01061,44,ny,197266.48,B,2024-09-25
CUS-01062,39,IL,226939.3,C,2023-03-31
CUS-01063,39,NY,94144.4,A,2023-01-28
CUS-01064,25,TX,12651.16,A,2023-07-15
CUS-01065,50,NY ,30920.67,A,2025-01-26
CUS-01066,46,NY ,118961.85,B,2024-08-06
CUS-01067,30,ny,215273.13,C,2024-03-01
CUS-01068,44,FL,,C,2024-06-09
CUS-01069,28,NY ,,B,2023-01-20
CUS-01070,30,IL,41362.16,A,2023-04-30
CUS-01071,62,IL,27624.94,B,2024-04-25
CUS-01072,46,WA,12582.69,A,2025-05-23
CUS-01073,33,NY ,31390.0,C,2025-05-03
CUS-01074,63,IL,91405.91,C,2023-10-17
CUS-01075,19,CA,79409.4,B,2023-04-14
CUS-01076,49,NY ,,B,2023-02-18
CUS-01077,37,TX,92310.96,C,2024-05-30
CUS-01078,56,WA,75658.77,A,2023-09-22
CUS-01079,48,FL,8472.0,C,2025-06-13
CUS-01080,33,NY ,11637.89,B,2025-02-12
CUS-01081,57,CA,119396.97,A,
CUS-01082,25,IL,10425.23,A,2024-03-28
CUS-01083,18,TX,50084.27,B,2023-05-22
CUS-01084,53,NY,693845.36,A,2023-12-16
CUS-01085,48,ny,101395.06,A,2023-06-05
CUS-01086,21,TX,34816.8,B,2024-02-24
CUS-01087,58,IL,33622.92,C,2025-02-27
CUS-01088,54,CA,4616.37,A,2025-03-01
CUS-01089,63,TX,95551.92,A,2024-10-08
CUS-01090,51,FL,6351.67,C,2024-12-18
CUS-01091,36,IL,,B,2024-06-24
CUS-01092,63,TX,25053.91,B,2025-03-18
CUS-01093,46,NY ,197597.22,B,2023-07-22
CUS-01094,28,CA,,C,2025-01-12
CUS-01095,54,FL,,B,2023-11-16
CUS-01096,32,TX,,B,2024-07-06
CUS-01097,44,ny,299130.07,B,2023-03-03
CUS-01098,42,CA,,C,2023-05-08
CUS-01099,58,NY,324114.74,A,2024-08-02
CUS-01100,40,WA,32983.62,B,2024-11-19
CUS-01101,65,ny,49707.8,A,2025-04-22
CUS-01102,55,NY ,,B,2025-04-28
CUS-01103,54,TX,89760.66,A,2024-01-14
CUS-01104,29,ny,105957.05,B,2024-10-13
